course_id,active_course,category,instractor,original_price,name,url,short_description,sections_count,lectures_count,duration_str,language,last_update_date,caourse_rating,rating_count,best_rating,worst_rating,position_1,position_2,position_3,enrollment
2341082,1,IT & Software,it-versity,$24.99,"CCA 159 - Data Analyst using Sqoop, Hive and Impala",https://www.udemy.com/course/cca-159-data-analyst-using-sqoop-hive-and-impala/,"Cloudera Certified Associate - Data Analyst using Technologies like Sqoop, Hive and Impala",19,233,20h 31m,English,6/2020,4.3,580,5,0.5,IT & Software,IT Certifications,Cloudera,"4,027"
3313416,1,Development,javascript-academy,$19.99,Creating and Querying Databases with NoSQL and SQL,https://www.udemy.com/course/creating-and-querying-databases-with-nosql-and-sql/,Create and interact with databases using NoSQL and SQL,2,23,1h 54m,English,6/2021,3.4,14,5,0.5,Development,Database Design & Development,Database Programming,"4,444"
4095826,1,Development,javascript-academy,$124.99,SQL with PostgreSQL for Beginners: Analyze | Manipulate Data,https://www.udemy.com/course/sql-with-postgresql-for-beginners-analyze-manipulate-data/,Write SQL Queries for Data Analysis and Manipulation on PostgreSQL Databases,7,63,7h 0m,English,7/2021,4.2,71,5,0.5,Development,Database Design & Development,PostgreSQL,"20,228"
1053272,1,Finance & Accounting,instructorskillfinlearning,$144.99,Finance Training for Financial Analysts,https://www.udemy.com/course/the-financial-analyst-skills-training-fast-course-2017/,"The comprehensive course in Excel, Accounting, Financial Analysis, Forecasting, Business Valuation and PowerPoint.",12,146,9h 49m,English,10/2021,4.5,1001,5,0.5,Finance & Accounting,Financial Modeling & Analysis,Financial Analysis,"5,895"
1032200,1,Development,javascript-academy,$124.99,A Beginner's Guide To Creating Database Driven Applications,https://www.udemy.com/course/a-beginners-guide-to-creating-database-driven-applications/,Learn how to create a database driven application with ease using oracle's APEX,3,33,3h 12m,English,6/2021,3.8,26,5,0.5,Development,Database Design & Development,Database Management,"1,146"
1268150,1,Development,javascript-academy,$94.99,Introduction to Data Binding on a Windows Form,https://www.udemy.com/course/introduction-to-data-binding-on-a-windows-form/,Learn how to create Data -bound controls on a windows form,1,14,1h 8m,English,6/2021,2.4,5,5,0.5,Development,Database Design & Development,Data Binding,819
1300254,1,Business,365careers,$149.99,Business Fundamentals: Corporate Strategy,https://www.udemy.com/course/business-fundamentals-corporate-strategy/,Business Strategy: Understand what it takes to be successful in business,10,49,2h 58m,English,7/2021,4.6,8319,5,0.5,Business,Business Strategy,,"24,897"
1924002,1,Development,javascript-academy,$114.99,Learn to code with HTML from Scratch,https://www.udemy.com/course/learn-to-code-with-html-from-scratch/,HTML is used to create structure and content of all websites and applications.,8,57,5h 12m,English,6/2021,4.0,10,5,0.5,Development,Web Development,HTML,"2,431"
903744,1,Data Science,joseportilla,$194.99,"Learn Python for Data Science, Structures, Algorithms, Interviews",https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp/,"Learn how to use NumPy, Pandas, Seaborn , Matplotlib , Plotly , Scikit-Learn , Machine Learning, Tensorflow , and more!",27,165,24h 54m,English,5/2020,4.7,107252,5,0.5,Development,Data Science,Machine Learning,"500,037"
4338814,1,Development,javascript-academy,$49.99,Progressive Web  Apps(PWA)  development For beginners,https://www.udemy.com/course/progressive-web-appspwa-development-for-beginners/,Create  and publish Progressive Web Apps  from scratch,5,41,2h 32m,English,10/2021,4.6,15,5,0.5,Development,Web Development,Progressive Web App,"8,021"
2465432,1,Development,javascript-academy,$24.99,SQL CRUD Operations with PostgreSQL,https://www.udemy.com/course/sql-crud-operations-with-postgresql/,Learn to perform CRUD Operations using PostgreSQL,2,26,2h 50m,English,9/2021,4.2,47,5,0.5,Development,Database Design & Development,PostgreSQL,"15,524"
2749280,1,Design,lindsay-marsh,$199.99,Digital Design Masterclass For Graphic Designers,https://www.udemy.com/course/digital-design-masterclass-for-graphic-designers/,"Icon Set Design, E-book cover, Digitizing Sketches, Social Media Design, Wordpress Web Design, Adobe Xd, GIFS and more!",13,67,9h 30m,English,5/2021,4.7,746,5,0.5,Design,Graphic Design & Illustration,Graphic Design,"5,652"
1754098,1,Data Science,365careers,$199.99,Data Science Training Course: Data Scientist Bootcamp,https://www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/,"Complete Data Science Training: Mathematics, Statistics, Python, Advanced Statistics in Python, Machine & Deep Learning",64,488,29h 53m,English,11/2021,4.6,99704,5,0.5,Development,Data Science,Data Analysis,"450,736"
3501982,1,Finance & Accounting,365careers,$199.99,The Complete Investor Bootcamp 2021,https://www.udemy.com/course/the-complete-investor-bootcamp/,"The Key to Successful, Profitable, and Sustainable Future? Investing. (Learn How to Make Money in the Stock Market)",13,178,12h 25m,English,4/2021,4.2,362,5,0.5,Finance & Accounting,Investing & Trading,Value Investing,"3,660"
2475066,1,Development,javascript-academy,$29.99,Gatsby.js for beginners,https://www.udemy.com/course/gatsbyjs-for-beginners/,Learn to build and deploy static websites quickly,5,36,3h 10m,English,6/2021,3.6,22,5,0.5,Development,Web Development,Gatsby.js,"8,637"
4174850,1,Development,javascript-academy,$69.99,Database Migration: MySQL | Microsoft SQL Server | Oracle,https://www.udemy.com/course/database-migration-mysql-microsoft-sql-server-oracle/,Migrate MySQL to SQL Server and SQL Server to Oracle,6,42,3h 32m,English,7/2021,3.3,20,5,0.5,Development,Database Design & Development,Data Migration,"8,038"
3450984,1,Marketing,ehab-mesallum,$39.99,Business Strategy سلسلة التسويق: الاستراتيجيات التسويقية,https://www.udemy.com/course/strategy-arabic/,الاستراتيجيات التسويقية على أهميتها فهي من المفاهيم الغامضة الى درجة كبيرة. كيف تصنع استراتيجية ناجحة؟- د. ايهاب مسلم,5,14,3h 24m,Arabic,8/2020,4.9,32,5,0.5,Marketing,Marketing Fundamentals,Business Strategy,107
786082,1,Development,javascript-academy,$74.99,Introduction To Python  for beginners,https://www.udemy.com/course/introduction-to-python-programming-language-for-beginners/,Learn the basics of the python programming language,1,15,1h 10m,English,6/2021,4.0,28,5,0.5,Development,Programming Languages,Python,102
4242194,1,Development,it-versity,$24.99,Data Engineering using AWS Analytics Services,https://www.udemy.com/course/data-engineering-using-aws-analytics-services/,"Build Data Engineering Pipelines using AWS Analytics Services such as Glue, EMR, Athena, Kinesis, Quick Sight, etc",28,418,24h 41m,English,12/2021,4.4,117,5,0.5,Development,Data Science,Data Engineering,"1,661"
1749818,1,Development,javascript-academy,$129.99,Writing Advanced SQL Queries on Microsoft SQL Server,https://www.udemy.com/course/writing-advanced-sql-queries-on-microsoft-sql-server/,Learn to write Practical Hands on advanced queries,5,30,2h 18m,English,6/2021,3.9,57,5,0.5,Development,Database Design & Development,Microsoft SQL,"2,190"
1854586,1,Development,javascript-academy,$104.99,ECMAScript For Beginners,https://www.udemy.com/course/ecmascript-for-beginners-learn-javascript-versions/,Practical Learning of New JavaScript Features.,2,39,3h 17m,English,6/2021,4.0,17,5,0.5,Development,Database Design & Development,ECMAscript,"8,656"
1269662,1,Development,javascript-academy,$194.99,Learn to code by creating 27  Projects,https://www.udemy.com/course/learn-to-code-by-creating-27-projects/,Hands on Practical Programming for beginners,29,196,19h 27m,English,6/2021,3.8,88,5,0.5,Development,Programming Languages,C#,"5,993"
3468790,1,Development,javascript-academy,$49.99,Create a web application with python + Flask + PostgreSQL,https://www.udemy.com/course/create-a-web-application-with-python-flask-postgresql/,Build a web based application from scratch  with a database and deploy to the internet,2,32,2h 40m,English,6/2021,4.0,166,5,0.5,Development,Web Development,Flask,"17,539"
1349492,1,Development,javascript-academy,$104.99,Complete beginners introduction to SQL,https://www.udemy.com/course/complete-beginners-introduction-to-sql/,Learn the basics of SQL in practical hands -on steps,5,41,4h 41m,English,6/2021,4.1,40,5,0.5,Development,Database Design & Development,SQL,"1,958"
753174,1,IT & Software,mer-daaan,$199.99,Advanced SQL Preparation: Expert Certification Training Course,https://www.udemy.com/course/sql-advanced/,Complete Your Oracle SQL Knowledge From Intermediate to Advanced Level and Become a Database SQL Expert in Oracle!,18,142,13h 34m,English,11/2021,4.5,4323,5,0.5,Development,Database Design & Development,SQL,"29,535"
3225763,1,Development,javascript-academy,$74.99,Build an API with Python | Django |PostgreSQL|REST Framework,https://www.udemy.com/course/build-an-api-with-python-django-postgresqlrest-framework/,Learn how to Build a REST API  from scratch,6,28,2h 4m,English,8/2021,4.4,110,5,0.5,Development,Web Development,API,"15,540"
2171124,1,IT & Software,it-versity,$24.99,CCA 131 - Cloudera Certified Hadoop and Spark Administrator,https://www.udemy.com/course/cca-131-cloudera-certified-hadoop-and-spark-administrator/,Prepare for CCA 131 by setting up cluster from scratch and performing tasks based on scenarios derived from curriculum.,20,164,20h 56m,English,6/2019,4.2,460,5,0.5,IT & Software,IT Certifications,Cloudera,"7,213"
1713612,1,Development,javascript-academy,$124.99,Joining Data and using Triggers in PostgreSQL,https://www.udemy.com/course/joining-data-and-using-triggers-in-postgresql/,Learn how to extract data from multiple tables and create Triggers,5,39,4h 11m,English,6/2021,3.7,9,5,0.5,Development,Database Design & Development,PostgreSQL,"2,282"
3421618,1,Development,javascript-academy,$199.99,Python : Comprehensive Bootcamp  (Beginner To Professional),https://www.udemy.com/course/python-comprehensive-bootcamp-beginner-to-professional/,Learn Python from scratch to confidently building applications.,29,338,35h 48m,English,11/2021,4.4,922,5,0.5,Development,Programming Languages,Python,"47,809"
4173948,1,Business,javascript-academy,$94.99,Data Analysis & Business Intelligence: SQL  MySQL Power BI,https://www.udemy.com/course/data-analysis-business-intelligence-sql-mysql-power-bi/,Practical Data Analytics & Business Intelligence with: MySQL SQL  MicrosoftSQL PostgreSQL  Excel Power BI Tableau,7,122,12h 19m,English,7/2021,3.9,147,5,0.5,Business,Business Analytics & Intelligence,Data Analysis,"19,207"
4261510,1,Development,javascript-academy,$69.99,API Developer (Python/Django Rest/Flask/PostgreSQL/Postman),https://www.udemy.com/course/api-developer-pythondjango-restflaskpostgresqlpostman/,"Application Programming Interfaces (APIs)  Development using : Python, Django, Rest, Flask, PostgreSQL",5,64,5h 1m,English,8/2021,4.3,86,5,0.5,Development,Web Development,API,"19,912"
1884490,1,Finance & Accounting,mohsen-hassan-2,$199.99,The Complete Cryptocurrency Investment Course,https://www.udemy.com/course/complete-cryptocurrency-investing-course-passive-active/,Learn everything about Cryptocurrency: From the Blockchain and Bitcoin to Cryptocurrency investing techniques!,11,74,12h 24m,English,11/2021,4.5,6032,5,0.5,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,"30,101"
1440224,1,Development,javascript-academy,$114.99,Advanced Transact-SQL (T-SQL) : Stored Procedures |Functions,https://www.udemy.com/course/learn-advanced-transact-sql-t-sql-using-sql-server-2017/,Practical Hands-on Advanced Transact-SQL (T-SQL)Queries .,7,48,3h 27m,English,6/2021,3.4,99,5,0.5,Development,Database Design & Development,T-SQL,"10,584"
3918536,1,Development,javascript-academy,$79.99,Code Bootcamp : Learn to code by building 20  real projects,https://www.udemy.com/course/code-bootcamp-learn-to-code-by-building-20-real-projects/,"Build real projects using HTML, CSS, Python, and JavaScript",19,128,10h 9m,English,6/2021,4.1,152,5,0.5,Development,Web Development,Web App Development,"25,892"
1459334,1,Business,365careers,$149.99,Professional Business Presentations: The Complete Guide,https://www.udemy.com/course/professional-corporate-presentations-the-complete-guide/,"Does your job involve creating slides and delivering presentations? If so, then this is the #1 course for you!",7,36,1h 28m,English,2/2019,4.7,149,5,0.5,Business,Communication,Presentation Skills,"1,647"
2397326,1,Development,mohammad-azam-2,$199.99,SwiftUI - Declarative Interfaces for any Apple Device,https://www.udemy.com/course/swiftui-declarative-interfaces-for-any-apple-device/,"Updated to include Swift 2.0 controls - Includes State, Binding, ObservableObject, MVVM, Web API, Core Data, Core ML",38,218,25h 34m,English,11/2021,4.6,1651,5,0.5,Development,Mobile Development,SwiftUI,"7,696"
3075882,1,Business,ehab-mesallum,$54.99,Customer Satisfaction (Arabic) أساسيات التسويق: رضا العملاء,https://www.udemy.com/course/customer-satisfaction-arabic/,كيف تحتفظ بعملائك للأبد وتتميز عن المنافسين وتزيد من أرباحك؟ د. ايهاب مسلم,7,33,3h 1m,Arabic,5/2020,4.8,70,5,0.5,Business,Management,Customer Service,244
1558718,1,Development,javascript-academy,$129.99,Mastering SQL Table Joins from scratch: Real World Examples,https://www.udemy.com/course/mastering-sql-table-joins-from-scratch-real-world-examples/,Practical Hands-on  Real Wold  Table Joins,5,55,5h 22m,English,6/2021,3.9,18,5,0.5,Development,Database Design & Development,SQL,"2,537"
1437938,1,Development,mohammad-azam-2,$19.99,MVVM Design Pattern Using Swift in iOS,https://www.udemy.com/course/mastering-mvvm-for-ios/,Learn the Art of Building Modern iOS Applications,19,104,10h 43m,English,6/2021,4.1,1582,5,0.5,Development,Mobile Development,MVVM,"15,691"
3848374,1,IT & Software,it-versity,$24.99,"Data Engineering Essentials Hands-on - SQL, Python and Spark",https://www.udemy.com/course/data-engineering-essentials-sql-python-and-spark/,"Learn key Data Engineering Skills such as SQL, Python and Spark with tons of Hands-on tasks and exercises",54,630,57h 22m,English,11/2021,4.3,521,5,0.5,IT & Software,Other IT & Software,Data Engineering,"30,807"
713596,1,Development,javascript-academy,$54.99,Learn MariaDB From Scratch,https://www.udemy.com/course/learn-mariadb-from-scratch-with-easy-to-follow-videos/,Learn how to query MariaDB Databases using HeidiSQL,1,13,1h 9m,English,6/2021,3.4,24,5,0.5,Development,Database Design & Development,MariaDB,123
2786310,1,Development,mohammad-azam-2,$199.99,Machine Learning and Artificial Intelligence Using Swift,https://www.udemy.com/course/machine-learning-and-artificial-intelligence-using-swift/,"Learn Image Classifications, Turi Create, Sound Classification, Regression, Core ML, Create ML, Face Detection and more!",19,98,8h 26m,English,10/2020,4.8,109,5,0.5,Development,Mobile Development,Machine Learning,"1,194"
1192500,1,Development,mohammad-azam-2,$199.99,Mastering Firebase for iOS Using Swift Language,https://www.udemy.com/course/practical-firebase-for-ios-using-swift/,Learn to integrate Firebase with your iOS apps by building real world projects!,10,62,7h 33m,English,2/2019,4.5,121,5,0.5,Development,Mobile Development,Firebase,"1,398"
3504624,1,Development,javascript-academy,$49.99,Build 10 JavaScript Projects in less than 6 Hours .,https://www.udemy.com/course/build-10-javascript-projects-in-less-than-6-hours/,Boost your coding skills  : Create 10  Practical and useful apps using JavaScript in less than  6 hours,11,55,5h 31m,English,6/2021,4.1,228,5,0.5,Development,Web Development,JavaScript,"44,691"
1630536,1,Development,javascript-academy,$119.99,Ember : A beginner's introduction,https://www.udemy.com/course/ember-a-beginners-introduction/,Practical introduction to ember an  open-source JavaScript web framework,3,26,2h 6m,English,6/2021,2.7,9,5,0.5,Development,Web Development,Ember.js,"1,171"
4231428,1,Finance & Accounting,365careers,$199.99,Financial Reporting & Analysis: Complete Preparation 2021,https://www.udemy.com/course/financial-reporting-analysis/,"Learn to Read, Understand, and Analyse the Financial Statements of a Company",10,110,10h 52m,English,10/2021,4.6,274,5,0.5,Finance & Accounting,Finance,Financial Analysis,"2,837"
1444992,1,IT & Software,it-versity,Free,Free Sqoop Tutorial - Apache Sqoop for Certifications - CCA and HDPCD,https://www.udemy.com/course/apache-sqoop-for-certifications-cca-and-hdpcd/,Deep dive into all the nuances of the Sqoop - Free Course,7,80,6h 28m,English,01/1900,4.8,403,5,0.5,IT & Software,IT Certifications,Sqoop,
4132170,1,Office Productivity,javascript-academy,$19.99,Microsoft Excel - Data Analysis & Visualization,https://www.udemy.com/course/data-analysis-using-excel-power-pivot-pivot-tables-dax/,"Ms Excel  Hands-On Data Analysis & Visualization Using:Power Pivot, Pivot Tables,Pivot Charts, DAX",3,21,1h 58m,English,6/2021,4.3,6,5,0.5,Office Productivity,Microsoft,Data Analysis,234
3399338,1,IT & Software,travis-lee-cuzick,$44.99,SQL for Data Analysis - with SQL Server,https://www.udemy.com/course/sql-basics-crash-course-with-sql-server/,The most direct path to mastering the SQL skills you'll actually use on the job,6,68,5h 44m,English,11/2021,4.6,784,5,0.5,IT & Software,Other IT & Software,SQL,"37,767"
3663114,1,IT & Software,mostafasaadibrahim,$199.99,Mastering 4 critical SKILLS using Python,https://www.udemy.com/course/python-4skills/,190 problems to enhance problem-solving skills. 5 projects for Project Building and Design Skills. High-quality quizzes,32,361,28h 31m,English,11/2021,4.7,597,5,0.5,IT & Software,Other IT & Software,Object Oriented Programming,"2,058"
1281336,1,Development,javascript-academy,$194.99,"Become an SQL Developer:  Learn (SSRS, SSIS, SSAS,T-SQL,DW)",https://www.udemy.com/course/become-an-sql-developer-learn-ssrs-ssis-ssast-sqldw/,"Learn SQL Developer Skills from Scratch(SSRS, SSIS, SSAS,T-SQL,Data Warehouse(DW))",8,154,16h 47m,English,6/2021,4.4,1659,5,0.5,Development,Database Design & Development,SQL,"9,245"
4174318,1,IT & Software,javascript-academy,$54.99,API Engineer: Node | Python | Django | Postman | PostgreSQL,https://www.udemy.com/course/api-engineer-node-python-django-postman-postgresql/,Build and Test REST API's Using:  Node.js  |  Express.js  |  Python | Django |  Postman  | PostgreSQL | SQL | MySQL,4,68,5h 29m,English,7/2021,4.3,99,5,0.5,IT & Software,Other IT & Software,API,"24,272"
1288238,1,Development,javascript-academy,$134.99,Git and GitHub Beginners crash course 2021,https://www.udemy.com/course/git-and-github-beginners-crash-course-2017/,Hands-on Practical guide to Git and GitHub,2,30,2h 15m,English,6/2021,4.3,123,5,0.5,Development,Web Development,Git,"2,215"
4369884,1,Business,javascript-academy,$64.99,Data | Database Migration Engineer - SQL Server | Oracle,https://www.udemy.com/course/data-database-migration-engineer-sql-server-oracle/,Migrate SQL Server into Oracle Database and learn about SQL Windows and Analytic Functions,5,47,4h 24m,English,10/2021,4.0,1,5,0.5,Business,Business Analytics & Intelligence,Data Migration,"2,874"
2358302,1,Development,javascript-academy,$109.99,SQL Fundamentals for beginners,https://www.udemy.com/course/sql-fundamentals-for-beginners/,Learn to interact with databases using SQL,5,52,6h 10m,English,6/2021,3.7,248,5,0.5,Development,Database Design & Development,SQL,"23,208"
2382335,1,Development,javascript-academy,$59.99,Database Developer - SQL Server/T-SQL/Database Migration,https://www.udemy.com/course/database-developer-sql-servert-sqldatabase-migration/,Perform actions like a Database Developer.,6,42,4h 49m,English,6/2021,4.4,96,5,0.5,Development,Database Design & Development,SQL Server,"31,512"
3574179,1,Business,ehab-mesallum,$49.99,Sales Management أساسيات إدارة المبيعات,https://www.udemy.com/course/salesmanagement/,مدير المبيعات له دور كبير في تحقيق أهداف الشركة من المبيعات والأرباح، فهو يشبه مدرب محترف لفريق كرة القدم د. إيهاب مسلم,7,21,2h 37m,Arabic,10/2020,4.1,52,5,0.5,Business,Sales,Sales Management,164
2500544,1,Finance & Accounting,mohsen-hassan-2,$199.99,The Advanced Cryptocurrency Trading Course - With Strategies,https://www.udemy.com/course/the-advanced-cryptocurrency-trading-course-with-strategies/,Learn Advanced Cryptocurrency Day Trading and Swing Trading Strategies That You Can Start Implementing Today.,10,40,5h 56m,English,11/2021,4.6,3041,5,0.5,Finance & Accounting,Cryptocurrency & Blockchain,Day Trading,"19,216"
1568678,1,Development,javascript-academy,$124.99,Introduction to Microsoft SQL Server Application Development,https://www.udemy.com/course/introduction-to-microsoft-sql-server-application-development/,Learn how to create a simple Data Driven Application from Scratch  .,2,19,1h 13m,English,6/2021,4.2,12,5,0.5,Development,Database Design & Development,SQL,"1,813"
3069348,1,Development,javascript-academy,$69.99,How to create a CRUD Application with Python and Oracle,https://www.udemy.com/course/how-to-create-a-crud-application-with-python-and-oracle/,Create a Python Application to  interact with Oracle Server Database,4,23,1h 59m,English,6/2021,4.5,21,5,0.5,Development,Programming Languages,Python,"4,231"
2427742,1,Development,javascript-academy,$19.99,SQL Essentials For Beginners Using  Command Line Interface,https://www.udemy.com/course/sql-essentials-for-beginners-using-command-line-interface/,Learn to perform essential SQL Operations from command line interface.,2,20,1h 32m,English,6/2021,4.3,6,5,0.5,Development,Database Design & Development,SQL,"1,676"
4376186,1,Development,javascript-academy,$89.99,Database Administrator - MS SQL/T-SQL/Azure SQL/SSMS,https://www.udemy.com/course/database-administrator-ms-sqlt-sqlazure-sqlssms/,Learn  Practical Database Management Skills,13,98,10h 0m,English,11/2021,5.0,6,5,0.5,Development,Database Design & Development,Database Administration,"1,014"
3536520,1,IT & Software,elton-stoneman,$29.99,Docker for .NET Apps - on Linux and Windows,https://www.udemy.com/course/docker4dotnet/,"Learn how to build, run and design .NET apps using Docker - with Windows for .NET Framework apps and Linux for .NET Core",5,38,8h 32m,English,1/2021,4.6,138,5,0.5,IT & Software,Other IT & Software,Docker,"1,214"
3148846,1,Business,365careers,$199.99,Introduction to Business Analytics 2021,https://www.udemy.com/course/introduction-to-business-analytics/,How to Build a Profitable and Winning Company Using Business Analytics,9,55,4h 45m,English,8/2021,4.6,2356,5,0.5,Business,Business Analytics & Intelligence,Business Analytics,"9,466"
1227924,1,Development,javascript-academy,$124.99,Implementing a Data Warehouse with Microsoft SQL Server,https://www.udemy.com/course/implementing-a-data-warehouse-with-microsoft-sql-server/,Design and implement a data warehouse,13,71,7h 23m,English,6/2021,4.0,273,5,0.5,Development,Database Design & Development,Data Warehouse,"2,219"
1014340,1,IT & Software,sivaprasad3,$199.99,SAP MM Training - in Plain English,https://www.udemy.com/course/sap-mm-training/,You know English ? That's more than enough to learn SAP MM,37,200,26h 1m,English,8/2018,4.5,6957,5,0.5,IT & Software,Other IT & Software,SAP MM,"29,743"
4194204,1,Business,sam-mckay-14,$149.99,Mastering DAX Calculations in Power BI,https://www.udemy.com/course/mastering-dax-calculations/,Create advanced analytical models by learning how to harness the power of DAX calculations for use within Power BI,12,82,9h 17m,English,10/2021,4.5,262,5,0.5,Business,Business Analytics & Intelligence,DAX,"9,795"
4383892,1,Development,javascript-academy,$59.99,Build Web Applications with JavaScript step by step,https://www.udemy.com/course/build-web-applications-with-javascript-step-by-step/,Build and Publish Real World Appliations,10,80,6h 31m,English,11/2021,5.0,2,5,0.5,Development,Web Development,JavaScript,"2,140"
4310724,1,Development,academind,$199.99,"SQL - The Complete Developer's Guide (MySQL, PostgreSQL)",https://www.udemy.com/course/sql-the-complete-developers-guide-mysql-postgresql/,"From data definition to manipulation (CRUD, relations, JOIN): Learn SQL for MySQL, Postgresql & more from the ground up!",13,220,19h 43m,English,12/2021,4.7,151,5,0.5,Development,Database Design & Development,SQL,"3,883"
3146896,1,Development,mohammad-azam-2,$199.99,Server Side Swift Using Vapor 4 in iOS,https://www.udemy.com/course/server-side-swift-using-vapor-4-in-ios/,Take your Swift Language to the Cloud!,14,77,6h 30m,English,10/2020,4.6,136,5,0.5,Development,Mobile Development,Swift,651
4205102,1,Business,365careers,$199.99,The Data Literacy Course: Learn How to Work With Data,https://www.udemy.com/course/the-data-literacy-course-learn-how-to-work-with-data/,"Read, Understand, and Analyze Data",5,58,4h 12m,English,11/2021,4.6,403,5,0.5,Business,Business Analytics & Intelligence,Business Analytics,"2,714"
3528618,1,Development,javascript-academy,$39.99,Build 10 C# Beginner Projects  from scratch,https://www.udemy.com/course/build-10-c-beginner-projects-from-scratch/,10 C# Beginner projects  step by step,11,81,6h 36m,English,6/2021,4.2,57,5,0.5,Development,Programming Languages,C#,"9,746"
4256968,1,Development,mg-analytics,$99.99,Practical Statistics for Data Science with Python and R,https://www.udemy.com/course/practical-statistics-for-data-science-with-python-and-r/,Beginner to Expert Guide for Data Science and Business Analysis with Case Studies and Hands-on Exercise Using Python & R,17,36,15h 17m,English,11/2021,4.6,19,5,0.5,Development,Data Science,Statistics,375
4379864,1,IT & Software,javascript-academy,$99.99,SQL Data Analysis for beginners:  MS SQL | SQL Server | SSMS,https://www.udemy.com/course/sql-data-analysis-for-beginners-ms-sql-sql-server-ssms/,Master real World Data Analysis with SQL,8,71,6h 31m,English,11/2021,4.3,5,5,0.5,IT & Software,Other IT & Software,SQL,"1,319"
4347480,1,Development,javascript-academy,$59.99,Google Chrome Extensions Development for beginners,https://www.udemy.com/course/google-chrome-extensions-development-for-beginners/,Build Chrome Extensions from scratch step by step,4,34,2h 8m,English,10/2021,2.5,1,5,0.5,Development,Web Development,Chrome Extensions,"1,410"
2223798,1,Personal Development,alimohammadali,$19.99,تعلم التخطيط الفعال لتنظيم حياتك ومشاريعك,https://www.udemy.com/course/effective_planning/,تعلم مختلف أنواع الأساليب العملية والتطبيقات لتخطيط وتنظيم أهدافك ومشاريعك ومختلف جوانب حياتك,7,25,2h 59m,Arabic,1/2020,4.8,3674,5,0.5,Personal Development,Personal Productivity,Goal Setting,"7,183"
653948,1,Development,javascript-academy,$124.99,Learn to Become A Frontend Web Developer:  A Beginner Course,https://www.udemy.com/course/frontend-web-development-for-beginners-learn-by-creating/,Learn the basic languages used as building blocks for frontend web development,6,57,5h 52m,English,8/2021,3.7,15,5,0.5,Development,Web Development,JavaScript,469
1141368,1,Personal Development,kainramsay,$149.99,Become a Mindfulness Practitioner Course (Level I - Master),https://www.udemy.com/course/mindfulness-training-course-online-mindfulness-practitioner/,"Discover mindfulness, an ancient wisdom-based discipline that leads to profound self-awareness and personal development.",15,283,60h 18m,English,11/2021,4.6,11570,5,0.5,Personal Development,Religion & Spirituality,Mindfulness,"83,236"
3693854,1,Development,mohammad-azam-2,$199.99,Core Data in iOS,https://www.udemy.com/course/core-data-in-ios/,"Covers MVVM, SwiftUI, CloudKit",16,82,9h 25m,English,11/2021,4.6,140,5,0.5,Development,Mobile Development,Core Data,926
4119474,1,Development,javascript-academy,$19.99,Design and query a relational database in Azure SQL Database,https://www.udemy.com/course/design-and-query-a-relational-database-in-azure-sql-database/,"Design Database, Create Tables, Bulk Load Data, Query database, Create Database diagram with relationships",2,19,1h 23m,English,6/2021,,,,,Development,Database Design & Development,Database Design,207
2571282,1,Development,javascript-academy,$129.99,Python Beginner Projects:  Create 17 Projects from scratch,https://www.udemy.com/course/python-beginner-projects-create-17-projects-from-scratch/,Build 17 Practical and Useful Projects with Python Step by Step.,18,188,17h 27m,English,8/2021,4.3,43,5,0.5,Development,Programming Languages,Python,442
3153178,1,Development,javascript-academy,$69.99,Beginner Coding Projects in :  Python | JavaScript | Java,https://www.udemy.com/course/beginner-coding-projects-in-python-javascript-java/,"Build projects with Python,JavaScript and Java",4,21,1h 52m,English,6/2021,3.9,103,5,0.5,Development,Programming Languages,Programming Fundamentals,"22,492"
1124296,1,IT & Software,javascript-academy,$109.99,A Beginners Guide to Writing UNIX Commands,https://www.udemy.com/course/a-beginners-guide-to-writing-unix-commands/,Learn to write UNIX Commands From Scratch from the terminal,2,20,56m,English,6/2021,3.7,38,5,0.5,IT & Software,Operating Systems & Servers,Unix,294
2618702,1,Marketing,ehab-mesallum,$64.99,Promotion Mix كيف تروج لشركتك؟ الترويج والاتصالات التسويقية,https://www.udemy.com/course/promotion-mix/,كيف تتواصل برسالة اقناعية مع عملائك؟ وكيف تنشط مبيعاتك؟ وتزيد ارباحك؟ ما هي وسائل الترويج المناسبة لك؟ - د. ايهاب مسلم,8,53,4h 52m,Arabic,7/2020,4.1,90,5,0.5,Marketing,Marketing Fundamentals,Marketing Strategy,315
2173984,1,Development,javascript-academy,$119.99,Web Scraping  for  Beginners with : Python | Scrapy| BS4,https://www.udemy.com/course/web-scraping-for-beginners-with-python-scrapy-bs4/,Learn how to extract data from websites using  : Python | Scrapy   and BeautifulSoup,6,55,5h 1m,English,6/2021,3.7,111,5,0.5,Development,Web Development,Python,"22,500"
4349074,1,Development,sam-mckay-14,$149.99,Python I for Power BI Users,https://www.udemy.com/course/python-for-power-bi-users/,Dramatically enhance Power BI's capabilities by incorporating Python's flexible and powerful functionalities,1,12,4h 15m,English,10/2021,4.5,61,5,0.5,Development,Software Development Tools,Python,"9,642"
